"id","name","approve_year","approve_no","approve_region","suitable_region","culti_type","sub_type","maturity","control_variety","growth_days","compare_days","rice_code"
4191,Ⅱ优228,2014,皖稻2014007,安徽,安徽省,7,9,17,II优838,140.00,1.00,ZLDZ-43-中稻
4192,徽两优630,2014,皖稻2014008,安徽,安徽省,7,9,17,II优838,137.00,2.00,ZLDZ-43-中稻
4193,开两优17,2014,皖稻2014009,安徽,安徽省,7,9,17,II优838,139.00,0.00,ZLDZ-43-中稻
4194,两优432,2014,皖稻2014010,安徽,安徽省,7,9,17,II优838,136.00,2.00,ZLDZ-43-中稻
4195,两优98816,2014,皖稻2014011,安徽,安徽省,7,9,17,II优838,139.00,0.00,ZLDZ-43-中稻
4196,鑫两优318,2014,皖稻2014012,安徽,安徽省,7,9,17,II优838,135.00,4.00,ZLDZ-43-中稻
4197,福两优5号,2014,皖稻2014013,安徽,安徽省,7,9,17,II优838,141.00,2.00,ZLDZ-43-中稻
4198,两优6816,2014,皖稻2014014,安徽,安徽省,7,9,17,II优838,136.00,3.00,ZLDZ-43-中稻
4199,广两优76,2014,皖稻2014015,安徽,安徽省,7,9,17,II优838,139.00,0.00,ZLDZ-43-中稻
4200,Y两优2号,2014,皖稻2014016,安徽,安徽省,7,9,17,II优838,140.00,2.00,ZLDZ-43-中稻
4201,宣两优2106,2014,皖稻2014017,安徽,安徽省沿江、江南双季稻区,4,9,17,协优92,122.00,0.00,ZLDZ-45-双季晚稻
4202,甬优1109,2014,皖稻2014018,安徽,安徽省,7,10,17,天协1号,147.00,1.00,ZLDZ-24-中稻
4203,富粳1号,2014,皖稻2014019,安徽,安徽省沿江、江南双季稻区,4,10,17,M1148,136.00,0.00,ZLDZ-14-双季晚稻
4204,禾糯四号,2014,皖稻2014020,安徽,沿江、江南双季稻区,4,10,17,M1148,129.00,7.00,ZLDZ-14-双季晚稻
4205,宝旱1号,2014,皖稻2014021,安徽,安徽省江淮分水岭和沿淮水源不足地区,6,9,17,绿旱1号,121.00,6.00,ZLDZ-46-一季晚稻
4206,鑫两优212,2014,皖稻2014022,安徽,安徽省江淮分水岭和沿淮水源不足地区,6,9,17,绿旱1号,119.00,4.50,ZLDZ-46-一季晚稻
4207,永旱1号,2014,皖稻2014023,安徽,安徽省江淮分水岭和沿淮水源不足地区,6,9,17,绿旱1号,118.00,3.00,ZLDZ-46-一季晚稻
4208,旱优73,2014,皖稻2014024,安徽,安徽省江淮分水岭和沿淮水源不足地区,6,9,17,绿旱1号,123.00,8.00,ZLDZ-46-一季晚稻
4209,旱稻906,2014,皖稻2014025,安徽,安徽省江淮分水岭和沿淮水源不足地区,6,9,17,绿旱1号,120.00,6.00,ZLDZ-46-一季晚稻
4210,广两优6308,2014,皖稻2014026,安徽,安徽省,7,9,17,II优838,138.00,0.00,ZLDZ-43-中稻
4211,矮两优6号,2014,皖稻2014027,安徽,安徽省,7,9,17,II优838,139.00,1.00,ZLDZ-43-中稻
4212,六两优216,2014,皖稻2014028,安徽,安徽省,7,9,17,II优838,139.00,1.00,ZLDZ-43-中稻
4213,Ⅲ优304,2014,皖稻2014029,安徽,安徽省,7,10,17,天协1号,149.00,1.00,ZLDZ-24-中稻
4214,早籼902,2013,皖稻2013001,安徽,安徽省沿江、江南双季稻区,5,9,17,竹青,110.00,1.00,ZLDZ-05-早稻
4215,两优0349,2013,皖稻2013002,安徽,安徽省,7,9,17,II优838,133.00,6.00,ZLDZ-43-中稻
4216,亿两优8号,2013,皖稻2013003,安徽,安徽省,7,9,17,II优838,139.00,0.00,ZLDZ-43-中稻
4217,两优6188,2013,皖稻2013004,安徽,安徽省,7,9,17,II优838,136.00,3.00,ZLDZ-43-中稻
4218,两优6919,2013,皖稻2013005,安徽,安徽省,7,9,17,II优838,138.00,0.00,ZLDZ-43-中稻
4219,徽两优5号,2013,皖稻2013006,安徽,安徽省,7,9,17,II优838,141.00,2.00,ZLDZ-43-中稻
4220,峰两优938,2013,皖稻2013007,安徽,安徽省,7,9,17,II优838,139.00,0.00,ZLDZ-43-中稻
4221,众两优189,2013,皖稻2013008,安徽,安徽省,7,9,17,II优838,139.00,0.00,ZLDZ-43-中稻
4222,Ⅱ优024,2013,皖稻2013009,安徽,安徽省,7,9,17,II优838,140.00,1.00,ZLDZ-43-中稻
4223,浙科优23,2013,皖稻2013010,安徽,安徽省,7,9,17,II优838,141.00,2.00,ZLDZ-43-中稻
4224,两优256,2013,皖稻2013011,安徽,安徽省,7,9,17,II优838,137.00,2.00,ZLDZ-43-中稻
4225,冈优52,2013,皖稻2013012,安徽,安徽省,7,9,17,II优838,138.00,0.00,ZLDZ-43-中稻
4226,Ⅱ优762,2013,皖稻2013013,安徽,安徽省,7,9,17,II优838,138.00,1.00,ZLDZ-43-中稻
4227,Y两优6号,2013,皖稻2013014,安徽,安徽省,7,9,17,II优838,140.00,1.00,ZLDZ-43-中稻
4228,Y两优25,2013,皖稻2013015,安徽,安徽省,7,9,17,II优838,139.00,1.00,ZLDZ-43-中稻
4229,广优明118,2013,皖稻2013016,安徽,安徽省,7,9,17,II优838,142.00,3.00,ZLDZ-43-中稻
4230,当粳8号,2013,皖稻2013017,安徽,安徽省,7,10,17,天协1号,153.00,6.00,ZLDZ-24-中稻
4231,荃香糯2号,2013,皖稻2013018,安徽,安徽省沿江、江南双季稻区,4,9,17,协优92,122.00,0.00,ZLDZ-45-双季晚稻
4232,T优296,2013,皖稻2013019,安徽,安徽省沿江、江南双季稻区,4,9,17,协优92,123.00,1.00,ZLDZ-45-双季晚稻
4233,当育粳10号,2013,皖稻2013020,安徽,安徽省沿江、江南双季稻区,4,10,17,M1148,133.00,1.50,ZLDZ-14-双季晚稻
4234,天粳2号,2013,皖稻2013021,安徽,安徽省沿江、江南双季稻区,4,10,17,M1148,132.00,2.50,ZLDZ-14-双季晚稻
4235,两优新90,2013,皖稻2013022,安徽,安徽省,7,9,17,II优838,139.00,1.00,ZLDZ-43-中稻
4236,早籼807,2012,皖稻2012001,安徽,安徽省沿江及江南双季稻区,5,9,17,竹青,108.00,0.00,ZLDZ-05-早稻
4237,Ⅱ优768,2012,皖稻2012002,安徽,安徽省,7,9,17,II优838,138.00,0.00,ZLDZ-43-中稻
4238,两优766,2012,皖稻2012003,安徽,安徽省,7,9,17,II优838,129.00,9.00,ZLDZ-43-中稻
4239,Ⅱ优999,2012,皖稻2012004,安徽,安徽省,7,9,17,II优838,138.00,1.00,ZLDZ-43-中稻
4240,两优378,2012,皖稻2012005,安徽,安徽省,7,9,17,II优838,139.00,1.00,ZLDZ-43-中稻
4241,两优628,2012,皖稻2012006,安徽,安徽省,7,9,17,II优838,140.00,2.00,ZLDZ-43-中稻
4242,齐两优918,2012,皖稻2012007,安徽,安徽省,7,9,17,II优838,140.00,3.50,ZLDZ-43-中稻
4243,Y20两优95,2012,皖稻2012008,安徽,安徽省,7,9,17,II优838,135.00,2.50,ZLDZ-43-中稻
4244,两优234,2012,皖稻2012009,安徽,安徽省,7,9,17,II优838,133.00,5.00,ZLDZ-43-中稻
4245,Ⅱ优705,2012,皖稻2012010,安徽,安徽省,7,9,17,II优838,140.00,1.50,ZLDZ-43-中稻
4246,协优445,2012,皖稻2012011,安徽,安徽省,7,9,17,II优838,137.00,1.00,ZLDZ-43-中稻
4247,两优817,2012,皖稻2012012,安徽,安徽省,7,9,17,II优838,141.00,3.00,ZLDZ-43-中稻
4248,未两优6号,2012,皖稻2012013,安徽,安徽省,7,9,17,II优838,140.00,2.00,ZLDZ-43-中稻
4249,两优383,2012,皖稻2012014,安徽,安徽省,7,9,17,II优838,136.00,1.00,ZLDZ-43-中稻
4250,先农22号,2012,皖稻2012015,安徽,安徽省,7,9,17,II优838,138.00,1.00,ZLDZ-43-中稻
4251,两优127,2012,皖稻2012016,安徽,安徽省,7,9,17,II优838,134.00,3.00,ZLDZ-43-中稻
4252,两优703,2012,皖稻2012017,安徽,安徽省,7,9,17,II优838,136.00,2.50,ZLDZ-43-中稻
4253,"65优052",2012,皖稻2012018,安徽,安徽省沿江、江南双季稻区,4,9,17,协优92,120.00,0.00,ZLDZ-45-双季晚稻
4254,新两优1671,2012,皖稻2012019,安徽,安徽省沿江、江南双季稻区,4,9,17,协优92,122.00,2.00,ZLDZ-45-双季晚稻
4255,双优18,2012,皖稻2012020,安徽,安徽省沿江、江南双季稻区,4,10,17,M1148,130.00,,ZLDZ-14-双季晚稻
4256,协优033,2011,皖稻2011001,安徽,安徽省,7,9,17,II优838,137.00,0.00,ZLDZ-43-中稻
4257,两优669,2011,皖稻2011002,安徽,安徽省,7,9,17,II优838,137.00,0.00,ZLDZ-43-中稻
4258,峰宝1078,2011,皖稻2011003,安徽,安徽省,7,9,17,II优838,137.00,0.00,ZLDZ-43-中稻
4259,Ⅱ优0128,2011,皖稻2011004,安徽,安徽省,7,9,17,II优838,138.00,1.00,ZLDZ-43-中稻
4260,裕优6号,2011,皖稻2011005,安徽,安徽省,7,9,17,II优838,133.00,4.00,ZLDZ-43-中稻
4261,Y两优555,2011,皖稻2011006,安徽,安徽省,7,9,17,II优838,136.00,1.00,ZLDZ-43-中稻
4262,协优759,2011,皖稻2011007,安徽,安徽省,7,9,17,II优838,136.00,1.50,ZLDZ-43-中稻
4263,荃香优512,2011,皖稻2011008,安徽,安徽省,7,9,17,II优838,138.00,1.00,ZLDZ-43-中稻
4264,Ⅱ优198,2011,皖稻2011009,安徽,安徽省,7,9,17,II优838,138.00,0.00,ZLDZ-43-中稻
4265,丰两优9号,2011,皖稻2011010,安徽,安徽省,7,9,17,II优838,134.00,2.50,ZLDZ-43-中稻
4266,辐优198,2011,皖稻2011011,安徽,安徽省,7,9,17,II优838,138.00,1.00,ZLDZ-43-中稻
4267,Ⅱ优31,2011,皖稻2011012,安徽,安徽省,7,9,17,II优838,137.00,0.00,ZLDZ-43-中稻
4268,两优003,2011,皖稻2011013,安徽,安徽省,7,9,17,II优838,135.00,2.50,ZLDZ-43-中稻
4269,协优273,2011,皖稻2011014,安徽,安徽省,7,9,17,II优838,136.00,2.00,ZLDZ-43-中稻
4270,开香优3号,2011,皖稻2011015,安徽,安徽省,7,9,17,II优838,132.00,4.50,ZLDZ-43-中稻
4271,隆两优340,2011,皖稻2011016,安徽,安徽省,7,9,17,II优838,134.00,3.00,ZLDZ-43-中稻
4272,国豪国香11号,2011,皖稻2011017,安徽,安徽省,7,9,17,II优838,140.00,3.00,ZLDZ-43-中稻
4273,早籼118,2010,皖稻2010001,安徽,安徽省沿江区和皖南山区,5,9,17,竹青,106.00,1.00,ZLDZ-05-早稻
4274,株两优18,2010,皖稻2010002,安徽,安徽省沿江区和皖南山区,5,9,17,皖稻47,107.00,0.00,ZLDZ-05-早稻
4275,早籼615,2010,皖稻2010003,安徽,安徽省沿江区和皖南山区,5,9,17,竹青,106.00,1.00,ZLDZ-05-早稻
4276,Ⅱ优8号,2010,皖稻2010004,安徽,安徽省,7,9,17,II优838,136.00,0.00,ZLDZ-43-中稻
4277,福丰优6号,2010,皖稻2010005,安徽,安徽省,7,9,17,II优838,137.00,1.00,ZLDZ-43-中稻
4278,天两优6号,2010,皖稻2010006,安徽,安徽省大别山区和皖南山区以外地区,7,9,17,II优838,137.00,1.00,ZLDZ-43-中稻
4279,辐优155,2010,皖稻2010007,安徽,安徽省,7,9,17,II优838,138.00,2.00,ZLDZ-43-中稻
4280,新隆优9号,2010,皖稻2010008,安徽,安徽省,7,9,17,II优838,138.00,2.00,ZLDZ-43-中稻
4281,两优602,2010,皖稻2010009,安徽,安徽省,7,9,17,II优838,134.00,2.00,ZLDZ-43-中稻
4282,天两优0501,2010,皖稻2010010,安徽,安徽省,7,9,17,II优838,137.00,1.00,ZLDZ-43-中稻
4283,中优1671,2010,皖稻2010011,安徽,安徽省,7,9,17,II优838,135.00,1.00,ZLDZ-43-中稻
4284,丰两优80,2010,皖稻2010012,安徽,安徽省,7,9,17,II优838,135.00,1.00,ZLDZ-43-中稻
4285,Ⅱ优30,2010,皖稻2010013,安徽,安徽省,7,9,17,II优838,138.00,1.50,ZLDZ-43-中稻
4286,丰优512,2010,皖稻2010014,安徽,安徽省,7,9,17,II优838,134.00,3.00,ZLDZ-43-中稻
4287,隆两优6号,2010,皖稻2010015,安徽,安徽省,7,9,17,II优838,139.00,2.00,ZLDZ-43-中稻
4288,Ⅱ优346,2010,皖稻2010016,安徽,安徽省,7,9,17,II优838,135.00,2.00,ZLDZ-43-中稻
4289,农丰优1671,2010,皖稻2010017,安徽,安徽省,7,9,17,II优838,136.00,1.00,ZLDZ-43-中稻
4290,辐优136,2010,皖稻2010018,安徽,安徽省,7,9,17,II优838,138.00,1.00,ZLDZ-43-中稻
4291,明两优6号,2010,皖稻2010019,安徽,安徽省,7,9,17,II优838,133.00,3.00,ZLDZ-43-中稻
4292,开优10号,2010,皖稻2010020,安徽,安徽省,7,9,17,II优838,136.00,0.00,ZLDZ-43-中稻
4293,Ⅱ优009,2010,皖稻2010021,安徽,安徽省,7,9,17,汕优63,135.00,2.50,ZLDZ-43-中稻
4294,Ⅱ优08,2010,皖稻2010022,安徽,安徽省大别山区和皖南山区以外地区,7,9,17,汕优63,136.00,3.00,ZLDZ-43-中稻
4295,丰两优晚三,2010,皖稻2010023,安徽,安徽省沿江区和皖南山区,4,9,17,协优92,117.00,0.00,ZLDZ-45-双季晚稻
4296,新两优106,2010,皖稻2010024,安徽,安徽省沿江区和皖南山区,4,9,17,协优92,119.00,2.00,ZLDZ-45-双季晚稻
4297,皖垦糯1号,2010,皖稻2010025,安徽,安徽省沿江区和皖南山区,4,10,17,M1148,126.00,5.00,ZLDZ-14-双季晚稻
4298,早籼802,2009,皖稻2009001,安徽,安徽省沿江区、皖南山区和皖西丘陵区,5,9,17,竹青,108.00,1.50,ZLDZ-05-早稻
4299,中2优1286,2009,皖稻2009002,安徽,安徽省沿江区和皖南山区,4,9,17,协优92,117.00,1.00,ZLDZ-45-双季晚稻
4300,Ⅱ优431,2009,皖稻2009003,安徽,安徽省大别山区以外地区,7,9,17,汕优63,135.00,1.50,ZLDZ-43-中稻
4301,川农2号,2009,皖稻2009004,安徽,安徽省大别山区以外地区,7,9,17,汕优63,139.00,5.50,ZLDZ-43-中稻
4302,宁粳3号,2009,皖稻2009005,安徽,安徽省沿江区和皖南山区,4,10,17,M1148,125.00,4.50,ZLDZ-14-双季晚稻
4303,新隆粳3号,2009,皖稻2009006,安徽,安徽省沿江区和皖南山区,4,10,17,M1148,125.00,4.50,ZLDZ-14-双季晚稻
4304,糯稻N-2,2009,皖稻2009007,安徽,安徽省,7,9,17,汕优63,135.00,1.00,ZLDZ-43-中稻
4305,早籼788,2008,皖稻2008001,安徽,安徽省皖西区、沿江区和皖南山区,5,9,17,竹青,105.00,,ZLDZ-05-早稻
4306,协优335,2008,皖稻2008002,安徽,安徽省大别山区和皖南山区以外区域,7,9,17,汕优63,134.00,2.00,ZLDZ-43-中稻
4307,徽两优6号,2008,皖稻2008003,安徽,安徽省,7,9,17,汕优63,136.00,3.50,ZLDZ-43-中稻
4308,国豪国香8号,2008,皖稻2008004,安徽,安徽省,7,9,17,汕优63,136.00,1.50,ZLDZ-43-中稻
4309,丰两优6号,2008,皖稻2008005,安徽,安徽省,7,9,17,汕优63,136.00,3.50,ZLDZ-43-中稻
4310,Ⅱ优293,2008,皖稻2008006,安徽,安徽省,7,9,17,汕优63,135.00,2.50,ZLDZ-43-中稻
4311,两优036,2008,皖稻2008007,安徽,安徽省大别山区和皖南山区以外区域,7,9,17,汕优63,138.00,5.00,ZLDZ-43-中稻
4312,Ⅱ优3216,2008,皖稻2008008,安徽,安徽省,7,9,17,汕优63,135.00,2.50,ZLDZ-43-中稻
4313,安两优821,2008,皖稻2008009,安徽,安徽省皖西丘陵区、沿江区和皖南山区,4,9,17,协优92,117.00,0.00,ZLDZ-45-双季晚稻
4314,广两优4号,2008,皖稻2008010,安徽,安徽省,7,9,17,汕优63,134.00,1.00,ZLDZ-43-中稻
4315,辐优138,2008,皖稻2008011,安徽,安徽省,7,9,17,汕优63,136.00,3.50,ZLDZ-43-中稻
4316,紫两优2号,2008,皖稻2008012,安徽,安徽省,7,9,17,汕优63,136.00,2.50,ZLDZ-43-中稻
4317,新8优122,2008,皖稻2008013,安徽,安徽省,7,10,17,天协1号,147.00,3.50,ZLDZ-24-中稻
4318,天优3008,2008,皖稻2008014,安徽,安徽省,7,9,17,,134.00,2.00,ZLDZ-43-中稻
4319,天优81,2008,皖稻2008015,安徽,安徽省,7,9,17,汕优63,136.00,3.00,ZLDZ-43-中稻
4320,开优8号,2008,皖稻2008016,安徽,安徽省,7,9,17,汕优63,137.00,4.50,ZLDZ-43-中稻
4321,中早33,2007,皖品审07010598,安徽,安徽省,5,9,17,竹青,106.00,1.00,ZLDZ-05-早稻
4322,安育早1号,2007,皖品审07010599,安徽,安徽省,5,9,17,竹青,105.00,0.00,ZLDZ-05-早稻
4323,早籼2430,2007,皖品审07010600,安徽,安徽省,5,9,17,竹青,105.00,0.00,ZLDZ-05-早稻
4324,新两优4号,2007,皖品审07010601,安徽,安徽省,7,9,17,汕优63,140.00,2.50,ZLDZ-43-中稻
4325,庐优827,2007,皖品审07010602,安徽,安徽省,7,9,17,汕优63,142.00,,ZLDZ-43-中稻
4326,协优035,2007,皖品审07010603,安徽,安徽省,7,9,17,汕优63,141.00,2.50,ZLDZ-43-中稻
4327,杂优H3,2007,皖品审07010604,安徽,安徽省,7,9,17,汕优63,139.00,0.00,ZLDZ-43-中稻
4328,金优R源5,2007,皖品审07010605,安徽,安徽省,7,9,17,汕优63,138.00,0.00,ZLDZ-43-中稻
4329,庐优855,2007,皖品审07010606,安徽,安徽省,7,9,17,汕优63,141.00,3.00,ZLDZ-43-中稻
4330,金优117,2007,皖品审07010607,安徽,安徽省,7,9,17,汕优63,138.00,0.00,ZLDZ-43-中稻
4331,两优100,2007,皖品审07010608,安徽,安徽省,7,9,17,汕优63,138.00,0.00,ZLDZ-43-中稻
4332,Ⅱ优04,2007,皖品审07010609,安徽,安徽省,7,9,17,汕优63,143.00,3.50,ZLDZ-43-中稻
4333,中浙优608,2007,皖品审07010610,安徽,安徽省,7,9,17,汕优63,140.00,2.00,ZLDZ-43-中稻
4334,中籼2503,2007,皖品审07010611,安徽,安徽省,7,9,17,汕优63,138.00,0.00,ZLDZ-43-中稻
4335,冈优906,2007,皖品审07010612,安徽,安徽省,7,9,17,汕优63,141.00,3.50,ZLDZ-43-中稻
4336,Ⅱ优508,2007,皖品审07010613,安徽,安徽省,7,9,17,汕优63,139.00,1.50,ZLDZ-43-中稻
4337,两优华6,2007,皖品审07010614,安徽,安徽省,7,9,17,汕优63,141.00,2.00,ZLDZ-43-中稻
4338,新强8号,2007,皖品审07010615,安徽,安徽省,7,9,17,汕优63,138.00,0.00,ZLDZ-43-中稻
4339,昌优964,2007,皖品审07010616,安徽,安徽省,7,9,17,汕优63,143.00,5.00,ZLDZ-43-中稻
4340,丰优126,2007,皖品审07010617,安徽,安徽省,7,9,17,汕优63,141.00,3.00,ZLDZ-43-中稻
4341,Ⅱ优48,2007,皖品审07010618,安徽,安徽省,7,9,17,汕优63,141.00,3.00,ZLDZ-43-中稻
4342,两优827,2007,皖品审07010619,安徽,安徽省,7,9,17,汕优63,143.00,4.50,ZLDZ-43-中稻
4343,广两优100,2007,皖品审07010620,安徽,安徽省,7,9,17,汕优63,143.00,5.00,ZLDZ-43-中稻
4344,Ⅱ优52,2007,皖品审07010621,安徽,安徽省,7,9,17,汕优63,140.00,2.00,ZLDZ-43-中稻
4345,丰两优香1号,2007,皖品审07010622,安徽,安徽省,7,9,17,汕优63,139.00,1.50,ZLDZ-43-中稻
4346,协优3026,2007,皖品审07010623,安徽,安徽省,7,9,17,汕优63,139.00,1.50,ZLDZ-43-中稻
4347,丰两优3号,2007,皖品审07010624,安徽,安徽省,7,9,17,汕优63,140.00,2.50,ZLDZ-43-中稻
4348,怀优4号,2007,皖品审07010625,安徽,安徽省一季稻区,7,9,17,汕优63,139.00,0.00,ZLDZ-43-中稻
4349,Ⅱ优明88,2007,皖品审07010626,安徽,安徽省一季稻区,7,9,17,汕优63,138.00,0.00,ZLDZ-43-中稻
4350,丰优502,2007,皖品审07010627,安徽,安徽省一季稻区,7,9,17,汕优63,138.00,0.00,ZLDZ-43-中稻
4351,新隆优1号,2007,皖品审07010628,安徽,安徽省一季稻区,7,9,17,汕优63,141.00,2.50,ZLDZ-43-中稻
4352,天协13,2007,皖品审07010629,安徽,安徽省一季稻区,7,10,17,天协1号,145.00,1.50,ZLDZ-24-中稻
4353,T优5号,2007,皖品审07010630,安徽,安徽省一季稻区,7,10,17,天协1号,152.00,5.00,ZLDZ-24-中稻
4354,粳杂优1号,2007,皖品审07010631,安徽,安徽省一季稻区,7,10,17,天协1号,150.00,3.00,ZLDZ-24-中稻
4355,丰晚籼优1号,2007,皖品审07010641,安徽,安徽省双季稻区,4,9,17,协优92,121.00,1.50,ZLDZ-45-双季晚稻
4356,新两优98,2007,皖品审07010642,安徽,安徽省双季稻区,4,9,17,协优92,121.00,1.00,ZLDZ-45-双季晚稻
4357,黄糯2号,2007,皖品审07010643,安徽,安徽省双季稻区,4,10,17,M1148,130.00,0.00,ZLDZ-14-双季晚稻
4358,晚粳22,2007,皖品审07010644,安徽,安徽省双季稻区,4,10,17,M1148,127.00,3.00,ZLDZ-14-双季晚稻
4359,宣粳9397,2007,皖品审07010645,安徽,安徽省双季稻区,4,10,17,M1148,130.00,0.00,ZLDZ-14-双季晚稻
4360,双优3404,2007,皖品审07010646,安徽,安徽省双季稻区,4,10,17,M1148,126.00,3.50,ZLDZ-14-双季晚稻
4361,直早038,2006,皖品审06010492,安徽,安徽省双季稻白叶枯病轻发区,5,9,13,竹青,107.00,1.50,ZLDZ-41-早稻
4362,华安503,2006,皖品审06010493,安徽,安徽省一季稻区,7,9,17,汕优63,137.00,0.00,ZLDZ-43-中稻
4363,Ⅱ优107,2006,皖品审06010494,安徽,安徽省一季稻区,7,9,17,汕优63,144.00,4.00,ZLDZ-43-中稻
4364,Ⅱ优416,2006,皖品审06010495,安徽,安徽省一季稻白叶枯病轻发区,7,9,17,汕优63,140.00,0.00,ZLDZ-43-中稻
4365,Ⅱ优608,2006,皖品审06010496,安徽,安徽省一季稻区,7,9,17,汕优63,143.00,3.00,ZLDZ-43-中稻
4366,Ⅱ优航2号,2006,皖品审06010497,安徽,安徽省一季稻白叶枯病轻发区,7,9,17,汕优63,143.00,3.00,ZLDZ-43-中稻
4367,M29,2006,皖品审06010498,安徽,安徽省一季稻区,7,9,17,协优57,140.00,,ZLDZ-43-中稻
4368,滁9507,2006,皖品审06010499,安徽,安徽省一季稻白叶枯病轻发区,7,9,17,汕优63,143.00,3.00,ZLDZ-43-中稻
4369,川农1号,2006,皖品审06010500,安徽,安徽省一季稻白叶枯病轻发区,7,9,17,汕优63,142.00,2.00,ZLDZ-43-中稻
4370,皖稻187(丰两优4号),2006,皖品审06010501,安徽,安徽省,7,9,17,汕优63,141.00,0.00,ZLDZ-43-中稻
4371,庐优875,2006,皖品审06010502,安徽,安徽省一季稻白叶枯病轻发区,7,9,17,汕优63,145.00,5.00,ZLDZ-43-中稻
4372,D优202,2006,皖品审06010503,安徽,安徽省一季稻白叶枯病和稻瘟病轻发区,7,9,17,汕优63,144.00,4.50,ZLDZ-43-中稻
4373,协优009,2006,皖品审06010504,安徽,安徽省一季稻白叶枯病和稻瘟病轻发区,7,9,17,汕优63,142.00,2.00,ZLDZ-43-中稻
4374,杂0152,2006,皖品审06010505,安徽,安徽省一季稻白叶枯病轻发区,7,9,17,汕优63,139.00,0.00,ZLDZ-43-中稻
4375,协优52,2006,皖品审06010506,安徽,安徽省一季稻区,7,9,17,汕优63,139.00,1.00,ZLDZ-43-中稻
4376,淮两优3号,2006,皖品审06010507,安徽,安徽,7,9,17,汕优63,146.00,6.00,ZLDZ-43-中稻
4377,丰优293,2006,皖品审06010508,安徽,安徽省一季稻白叶枯病和稻瘟病轻发区,7,9,17,汕优63,140.00,0.00,ZLDZ-43-中稻
4378,皖稻88,2006,皖品审06010509,安徽,安徽省一季稻白叶枯病轻发区,7,10,17,天协1号,151.00,3.00,ZLDZ-24-中稻
4379,皖稻90,2006,皖品审06010510,安徽,安徽省一季稻区,7,10,17,天协1号,150.00,1.00,ZLDZ-24-中稻
4380,皖稻199,2006,皖品审06010511,安徽,安徽省江南,4,9,17,协优92,120.00,4.00,ZLDZ-45-双季晚稻
4381,皖稻201,2006,皖品审06010512,安徽,安徽省沿江江南白叶枯病轻发区,4,9,17,协优92,117.00,1.00,ZLDZ-45-双季晚稻
4382,皖稻203,2006,皖品审06010513,安徽,安徽省沿江江南,4,9,17,协优92,119.00,2.50,ZLDZ-45-双季晚稻
4383,新优188,2006,皖品审06010514,安徽,安徽省沿江江南,4,9,17,协优92,118.00,1.50,ZLDZ-45-双季晚稻
4384,当育粳2号,2006,皖品审06010515,安徽,安徽省双季稻白叶枯病轻发区,4,10,17,M1148,127.00,2.00,ZLDZ-14-双季晚稻
4385,花培18,2006,皖品审06010516,安徽,安徽省双季稻区,4,10,17,M1148,130.00,1.00,ZLDZ-14-双季晚稻
4386,晚粳M002,2006,皖品审06010517,安徽,安徽省双季稻白叶枯病和稻瘟病轻发区,4,10,17,M1148,129.00,0.00,ZLDZ-14-双季晚稻
4387,皖稻207,2006,皖品审06010518,安徽,安徽省一季稻白叶枯病轻发区,7,9,17,汕优63,145.00,4.50,ZLDZ-43-中稻
4388,株两优02,2005,皖品审05010455,安徽,安徽省双季稻白叶枯病轻发区,5,9,16,皖稻47,112.00,,ZLDZ-42-早稻
4389,皖稻139,2005,皖品审05010456,安徽,安徽省双季稻白叶枯病轻发区,5,9,17,竹青,110.00,2.50,ZLDZ-05-早稻
4390,皖稻141,2005,皖品审05010457,安徽,安徽省双季稻白叶枯病轻发区,5,9,17,竹青,108.00,0.00,ZLDZ-05-早稻
4391,皖稻143,2005,皖品审05010458,安徽,安徽省双季稻区,5,9,12,嘉籼442,105.00,,ZLDZ-40-早稻
4392,新安S,2005,皖品审05010459,安徽,安徽,7,9,17,,120.00,,ZLDZ-43-中稻
4393,新两优6号,2005,皖品审05010460,安徽,安徽省一季稻区,7,9,17,汕优63,140.00,0.00,ZLDZ-43-中稻
4394,丰优58,2005,皖品审05010461,安徽,安徽省一季稻区,7,9,17,汕优63,138.00,0.00,ZLDZ-43-中稻
4395,皖稻153,2005,皖品审05010463,安徽,安徽省一季稻区,7,9,17,汕优63,140.00,,ZLDZ-43-中稻
4396,扬籼优26,2005,皖品审05010465,安徽,安徽省一季稻区,7,9,17,汕优63,140.00,2.00,ZLDZ-43-中稻
4397,皖稻159,2005,皖品审05010466,安徽,安徽省一季稻区,7,9,17,汕优63,141.00,3.50,ZLDZ-43-中稻
4398,皖稻161,2005,皖品审05010467,安徽,安徽省一季稻区尤其是江淮分水岭地区,7,9,17,汕优63,135.00,2.50,ZLDZ-43-中稻
4399,皖稻163,2005,皖品审05010468,安徽,安徽省一季稻区,7,9,17,汕优63,135.00,3.00,ZLDZ-43-中稻
4400,M98A,2005,皖品审05010469,安徽,安徽,7,9,17,,,,ZLDZ-43-中稻
4401,协优58,2005,皖品审05010470,安徽,安徽省一季稻区,7,9,17,汕优63,137.00,0.00,ZLDZ-43-中稻
4402,渝优10号,2005,皖品审05010471,安徽,安徽省皖东南一季稻白叶枯病轻发区,7,9,17,汕优63,140.00,2.00,ZLDZ-43-中稻
4403,辐香优98,2005,皖品审05010472,安徽,安徽省一季稻区,7,9,17,汕优63,138.00,0.00,ZLDZ-43-中稻
4404,皖稻173,2005,皖品审05010473,安徽,安徽省一季稻区,7,9,17,汕优63,140.00,2.00,ZLDZ-43-中稻
